sujeto,relacion,objeto
James Creelman,entrevista a,Porfirio Díaz
Porfirio Díaz,se reelige en,1908
Titanic,viaja a,primer viaje
cultura francesa,influyó en,sociedad mexicana
Porfirio Díaz,viaja a,escuela de artes y oficios
Francisco I. Madero,se describe con,gran orador
Francisco I. Madero,se describe con,sincero
Francisco I. Madero,se describe con,generoso
Francisco I. Madero,se describe con,humano
México,venera,Francisco I. Madero
dictadura porfiriana,aspiración,conseguir la paz a todo trance
Artículo 27,se describe con,restitución de tierras a pueblos despojados
Artículo 27,se describe con,dotación de tierras a comunidades rurales
Artículo 27,se describe con,destrucción de latifundios
Artículo 27,se describe con,propagación de la pequeña propiedad agraria
Artículo 123,se describe con,legislación del trabajo de los asalariados
Artículo 123,se describe con,jornada máxima de ocho horas diarias
Artículo 123,se describe con,prohibición del trabajo de mujeres y niños
Diaz,gobierna,autoridad
Diaz,cree,imponer la paz y el orden
Emiliano Zapata,encabeza,campesinos de Morelos
campesinos de Morelos,reclaman,derechos sobre la tierra y el agua
Porfirio Diaz,lidera,ejército
ejército de Porfirio Diaz,es derrotado por,fuerzas maderistas
ejército de Porfirio Diaz,es derrotado por,descontento general
Orozco,toma,Ciudad Juarez
Villa,toma,Ciudad Juarez
Porfirio Diaz,renuncia a,presidencia
Porfirio Diaz,viaja a,Francia
Porfirio Diaz,muere en,1915
empresas extranjeras,exclusivamente,explotación de recursos
articulo,ordena,restitución de tierras a pueblos indígenas
articulo,ordena,destrucción de latifundios
articulo,favorece,propagación de la pequeña propiedad agraria
Articulo 128,fija,fundamentos de la legislación del trabajo
Articulo 128,establece,jornada máxima de ocho horas diarias
Articulo 128,prohíbe,trabajo de menores
Artículo 123,establece,relaciones obrero-patronales
Constitución,promulgada el,5 de febrero de 1917
Constitución,plasma,"demandas sociales, económicas y políticas de la Revolución"
Constitución,establece,nuevo orden
Constitución,asume,cumplir con el programa de la Revolución
Constitución,es,eje articulador del desarrollo de la Nación mexicana en el siglo XX
Francisco I. Madero,funda,Partido Antirreeleccionista
Francisco I. Madero,viaja a,México
Francisco I. Madero,se identifica con,Plan de San Luis
Francisco I. Madero,tiene sesgo político hacia,antirreeleccionismo
Francisco I. Madero,es contemporáneo de,Porfirio Díaz
Francisco I. Madero,se identifica con,ideas y libertades revolucionarias
ejército,enemigo de,ideas y libertades revolucionarias
ejército,toma preso a,Francisco I. Madero
ejército,toma preso a,José María Pino Suárez
ejército,asesina a,Francisco I. Madero
ejército,asesina a,José María Pino Suárez
Francisco I. Madero,lidera,buenos mexicanos
buenos mexicanos,exigen a,Porfirio Díaz
pueblo,elige como Presidente de la República a,Francisco I. Madero
Francisco I. Madero,se identifica con,buenos mexicanos
Francisco I. Madero,exige,Porfirio Díaz
Francisco I. Madero,lucha en,Revolución Mexicana
pueblo,elige,Francisco I. Madero
ejército,asesina,Francisco I. Madero
ejército,asesina,José María Pino Suárez
ferrocarril,desempeña,paz de México
ferrocarril,desempeña,progreso de la nación
Porfirio Diaz,es,presidente
poca gente,se hizo dueña de,latifundios
los muy ricos,tienen desigualdad con,los muy pobres
los indígenas,fueron despojados de,sus tierras
los campesinos,trabajan en,haciendas
las tiendas de raya,pertenecen a,los patrones
Francisco Villa,se reúne con,Emiliano Zapata
Francisco Villa,desfila en,ciudad de México
Emiliano Zapata,desfila en,ciudad de México
Carranza,instalado en,Veracruz
gobierno de la Convención,instalado en,ciudad de México
facción villista,en disputa con,facción carrancista
facción zapatista,en disputa con,facción carrancista
Francisco Villa,elaboré,Ley Agraria General
ferrocarril,facilité,traslado de grandes ejércitos
Pershing,encabeza,persecución contra Villa
Constitución de 1917,fue el principal logro de,Revolución Mexicana
John Alcock,comanda,primer vuelo trasatlántico sin escalas
gente,aprendió a,leer
periódicos,fuepublicadoen,México
revistas,fuepublicadoen,México
libros,fuepublicadoen,México
academias,funda,México
museos,funda,México
sociedades artísticas y científicas,funda,México
teatros,presenta,compañías europeas y mexicanas
cinematógrafo,se extiende en,México
plantaciones de caña,crecen en,Morelos y Guerrero
pequeños campesinos,se ven forzados a,trabajar como peones
peones,pertenece a,"península de Yucatán y Valle Nacional, Oaxaca"
José Vasconcelos,es contemporáneo de,Fransisco I. Madero
Victoriano Huerta,renuncia a,su puesto
Victoriano Huerta,pone en manos de,Francisco S. Carvajal
Francisco S. Carvajal,pertenece a,Suprema Corte de Justicia
Francisco S. Carvajal,quiere concertar con,los revolucionarios
Francisco S. Carvajal,recibe poder de,Victoriano Huerta
Carranza,es contemporáneo de,Obregón
Carranza,es contemporáneo de,Villa
Carranza,es contemporáneo de,Pablo Gonzalez
Obregón,es contemporáneo de,Villa
Obregón,es contemporáneo de,Pablo Gonzalez
Villa,es contemporáneo de,Pablo Gonzalez
Francisco I. Madero,menciona a,gobierno del general Diaz
gobierno del general Diaz,comete,fraude electoral
Porfirio Diaz,inicia,gobierno dictatorial
gobierno dictatorial,iniciado en,1884
Victoriano Huerta,es contemporáneo de,gobierno de los Estados Unidos
fuerzas navales norteamericanas,desembarca en,puerto de Veracruz
fuerzas navales norteamericanas,bombardea,plaza de Veracruz
fuerzas navales norteamericanas,ocupa,plaza de Veracruz
Escuela Naval,resiste a,fuerzas navales norteamericanas
reclusos de la Prisión Militar,resiste a,fuerzas navales norteamericanas
henequén,se describe con,oro verde
henequén,fuepublicadoen,Porfiriato
Deporte de origen estadunidense,fuepublicadoen,Porfiriato
Deporte de origen estadunidense,se describe con,jugadores usan gorra y guante
Deporte de origen estadunidense,es contemporáneo de,Porfiriato
Sebastian Lerdo de Tejada,asumio,presidencia de la Republica
Sebastian Lerdo de Tejada,convocé a,nuevas elecciones
Benito Juarez,es contemporáneo de,Sebastian Lerdo de Tejada
Zapata,lucha en,Revolución Mexicana
Constitución,fuepublicadoen,1917
Eulalio Gutiérrez,fuepublicadoen,presidente interino de la república
villistas,es aliado de,zapatistas
carrancistas,lucha en,Revolución Mexicana
villistas,lucha en,Revolución Mexicana
zapatistas,lucha en,Revolución Mexicana
embajador de Estados Unidos,es aliado de,tres antiguos militares porfiristas
Bernardo Reyes,lidera,ataque contra el Palacio Nacional
Félix Diaz,se encierra en,Ciudadela
Manuel Mondragón,se encierra en,Ciudadela
Chiapas,funda,México
Texas,separación de,México
Tratado de Guadalupe-Hidalgo,define,frontera norte de México
Tratado de La Mesilla,define,frontera norte de México
México,pierde,más de la mitad de su territorio
Guatemala,define,frontera sur de México
Tratado Mariscal-Spencer,establece,río Hondo como frontera con Belice
caricatura,fuepublicadoen,La Orquesta
caricatura,representa a,México
México,se describe con,torre de Babel
Porfirio Diaz,se describe con,burla o sátira
Porfirio Diaz,realiza,mejoras materiales
Porfirio Diaz,realiza,obras portuarias en Tampico
Porfirio Diaz,realiza,obras portuarias en Veracruz
Porfirio Diaz,realiza,obras portuarias en Coatzacoalcos
Porfirio Diaz,realiza,obras portuarias en Salina Cruz
Porfirio Diaz,realiza,obras portuarias en Guaymas
Porfirio Diaz,realiza,obras portuarias en Mazatlan
gustos,pertenece a,origen francés
Francisco Villa,lucha en,Revolución Mexicana
Emiliano Zapata,lucha en,Revolución Mexicana
Porfirio Díaz,menciona a,Decena Trágica
Francisco I. Madero,menciona a,Decena Trágica
Pino Suárez,menciona a,Decena Trágica
Constitución de 1917,se describe con,Ejército Constitucionalista
Ejército Libertador del Sur,se identifica con,Emiliano Zapata
Emiliano Zapata,muere,1919
Porfirio Diaz,visita,Escuela Nacional de Bellas Artes
Matilde Montoya,se gradúa en,1887
trabajadores mexicanos,viven en,fábricas y minas
trabajadores mexicanos,se enfrentan a,Gobierno
huelga de Cananea,ocurre en,1906
trabajadores mexicanos,organizan,defender sus derechos
trabajadores mexicanos,guiados por,compañeros inteligentes y heroicos
trabajadores mexicanos,viven en,últimos años de la dictadura porfiriana
Francisco Villa,toma,Ciudad Juárez
la prensa de la República,es aliado de,el gobierno
la prensa de la República,oculta,la verdad
Francisco I. Madero,tiene influencia en,Revolución Mexicana
Constitución de 1917,establece,principales garantías
fabrica textil de Rio Blanco,fuepublicadoen,1907
Huelga,se describe con,"Suspensién de labores en un cantro de trabajo para exigir a los patrones mejorar las condiciones laborales, como aumento de salario, prestaciones y seguridad, entre otras"
mineros de Cananea,lucha en,huelga de Cananea
fabrica textil de Rio Blanco,lucha en,huelga de Rio Blanco
Istmo de Tehuantepec,contribuye al,desenvolvimiento comercial del país
régimen porfirista,se describe con,una clase social minoritaria y dominante
compañías deslindadoras extranjeras,quitan a,campesinos
haciendados mexicanos,quitan a,campesinos
compañías deslindadoras extranjeras,imponen a,campesinos
haciendados mexicanos,imponen a,campesinos
dictadura de Diaz,no menciona a,Personas ilustradas
Personas ilustradas,se describe con,inconformes
Francisco I. Madero,funda,un partido
Francisco I. Madero,viaja a,todo el país
Porfirio Díaz,encarcela a,Francisco I. Madero
Porfirio Díaz,se reelige,presidente
Francisco I. Madero,publica,Plan de
revolucionarios,se reúnen en,Querétaro
revolucionarios,reforman,Constitución de 1857
Constitución de 1917,se promulga el,5 de febrero de 1917
Constitución de 1917,incluye ideas de,grupos revolucionarios
Titanic,se describe con,trasatlántico
Titanic,viaja a,primer viaje
Titanic,funda,1912
huelga,se describe con,ARTICULO 123
Obreras,trabaja en,Rio Blanco
Rio Blanco,pertenece a,Veracruz
Rio Blanco,es contemporáneo de,ca. 1906
Matilde Montoya,se describe con,primera médica mexicana
Matilde Montoya,fuepublicadoen,1887
Juarez,es elegido,presidente
Juarez,es contemporáneo de,Porfirio Diaz
Porfirio Diaz,proclama,Plan de la Noria
Benito Juárez,es elegido,presidente de México
Benito Juárez,se postula para,presidencia en 1871
Sebastián Lerdo de Tejada,es contemporáneo de,Benito Juárez
Porfirio Díaz,es contemporáneo de,Benito Juárez
Porfirio Díaz,proclama,Plan de La Noria
Banco Nacional de México,funda,México
Tratado de Limites,fuepublicadoen,Guatemala
México,fortalece relaciones diplomáticas con,Estados Unidos
México,fortalece relaciones diplomáticas con,Europa
Francisco I. Madero,es elegido,presidente de México
lagunera,se identifica con,centro nacional para el cultivo del algodón
planta eléctrica,se describe con,Necaxa
fundición de hierro y acero,se establece en,Monterrey
Canal del desagüe,se termina en,Valle de México
monumento,se levanta en,capital de la República
monumento,se describe con,Independencia
edificio,se describe con,Escuela Normal
edificio,se describe con,Correos
edificio,se describe con,Comunicaciones
Palacio,se inicia construcción de,capital de la República
Palacio Legislativo,se aprovecha para erigir,Monumento a la Revolución
Ciudad de México,se crea,Manicomio
Ciudad de México,se crea,Penitenciaría
el poder espiritual de la Iglesia,apoya,el régimen
las Leyes de Reforma,se describe con,apoyo del poder espiritual de la Iglesia
Procuré,gana,amistad de los demás países
Procuré,consigue,relaciones internacionales amplias de México
Ferrocarril México-Veracruz,viaja a,Veracruz
Ferrocarril México-Veracruz,viaja a,México
Porfiriato,se describe con,vida cotidiana
educación superior,se describe con,prohibida para las mujeres
mujeres,se describe con,graduaron entre 1886 y 1889
Lakeside Sailing Club,organiza,regatas en el lago de Chalco y Xochimilco
El Jockey Club,cuenta con,"campos de golf, canchas de tenis, y salas para teatro, bailes y conciertos"
Reforma Country Club,cuenta con,"campos de golf, canchas de tenis, y salas para teatro, bailes y conciertos"
Monterrey Gymnastic Club,cuenta con,"campos de golf, canchas de tenis, y salas para teatro, bailes y conciertos"
tropas federales,lucha en,batallas de Torreon
tropas federales,lucha en,batallas de Zacatecas
Convención de Aguascalientes,se describe con,Soberana Convencion Revolucionaria
movimiento constitucionalista,triunfo en,agosto de 1914
Huerta,viaja a,dejó el país
Carranza,entra en,Ciudad de México
Francisco Villa,ataca,Columbus
Francisco Villa,es perseguido por,tropas norteamericanas
caudillos,se reunieron en,Aguascalientes
vías férreas actuales,se compara con,vías férreas en el Porfiriato
red ferroviaria,pertenece a,1910
Sebastian Lerdo de Tejada,asume,presidencia de la República
Sebastian Lerdo de Tejada,fue presidente de,1872 a 1876
Sebastian Lerdo de Tejada,se enfrenta a,Iglesia
Sebastian Lerdo de Tejada,aplica,Leyes de Reforma
Sebastian Lerdo de Tejada,impulsa,federalismo
Sebastian Lerdo de Tejada,impulsa,separación y equilibrio de los tres poderes
Sebastian Lerdo de Tejada,impulsa,participación pública mediante el voto
Alvaro Obregon,lidera,Ejército del Noroeste
Alvaro Obregon,viaja a,Guadalajara
Venustiano Carranza,es aliado de,Alvaro Obregon
Venustiano Carranza,ocupan,la capital
Alvaro Obregon,ocupan,la capital
la élite mexicana,adopta,formas de diversión de estadounidenses e ingleses
Lakeside Sailing Club,organiza,regatas en los lagos de Chalco y Xochimilco
Jockey Club,funda,"centro de actividad social, deportiva y cultural"
Reforma Country Club,funda,"centro de actividad social, deportiva y cultural"
Monterrey Gymnastic Club,funda,"centro de actividad social, deportiva y cultural"
los mexicanos,participan en,la huelga
los mineros,incluye,pliego petitorio
la masa de mineros,desfila por,las calles
la masa de mineros,se ha colocado en,pleno reto
intelectuales disconformes,se describe con,perseguidos
quienes osaban defender sus derechos,se describe con,castigados
quienes osaban defender sus derechos,se describe con,sometidos por medio de las armas
los más desheredados,se describe con,mantenidos quietos
poder espiritual,pertenece a,clero católico
Artículo 3°,se describe con,enseñanza primaria obligatoria y gratuita
Artículo 3°,se describe con,ajena a cualquier doctrina religiosa
Artículo 27,se describe con,entrega a la nación tierras y aguas
Artículo 27,se describe con,dominio sobre minerales y yacimientos petroleros
Estado,imparte,"educación gratuita, laica y obligatoria"
"tierras, montes, aguas y productos del subsuelo",pertenece a,Nación
Nación,transmite dominio a,particulares
trabajadores,viven en,esclavitud
peones,reciben,buen trato
peones,reciben,condiciones de trabajo dignas
peones,son,defensores de propiedades
peones,pertenecen a,estado de Oaxaca
buque Guerrero,lucha en,federales
buque Tampico,lucha en,Revolución
biplano,es aliado de,buque Tampico
Lucio Blanco,adueñarse de,Noreste
Pablo González,adueñarse de,Noreste
Luis Caballero,adueñarse de,Noreste
Eulalio Gutiérrez,adueñarse de,Noreste
Emiliano Zapata,extender dominio por,Morelos
Emiliano Zapata,extender dominio por,Puebla
Emiliano Zapata,extender dominio por,Estado de México
Carranza,desavenencia con,Villa
Villa,desavenencia con,Carranza
Augusto Génin,fuepublicadoen,Apuntes de México
Apuntes de México,fuepublicadoen,Imprenta Lacaud
Apuntes de México,fuepublicadoen,1908-1910
El Palacio de Hierro,es contemporáneo de,El Puerto de Veracruz
El Palacio de Hierro,es contemporáneo de,La Ciudad de Londres
El Palacio de Hierro,es contemporáneo de,El Puerto de Liverpool
El Palacio de Hierro,es contemporáneo de,La Francia Maritima
Anuncio del almacén El Palacio de Hierro,fuepublicadoen,1905
Victoriano Huerta,ordena asesinato de,Francisco I. Madero
Victoriano Huerta,ordena asesinato de,José María Pino Suárez
Victoriano Huerta,usurpa,presidencia de México
Venustiano Carranza,elabora,Plan de Guadalupe
Plan de Guadalupe,desconoce,Victoriano Huerta
Eulalio Gutiérrez,es aliado de,Francisco Villa
Eulalio Gutiérrez,avanza sobre,ciudad de México
Carranza,es aliado de,Obregon
Carranza,es aliado de,Pablo Gonzalez
Carranza,se retira a,puerto de Veracruz
Eulalio Gutiérrez,entra en,ciudad de México
Eulalio Gutiérrez,es acompañado por,Francisco Villa
Eulalio Gutiérrez,nombra,José Isabel Robles
Eulalio Gutiérrez,nombra,José Vasconcelos
Eulalio Gutiérrez,nombra,Felicitos Villarreal
Eulalio Gutiérrez,nombra,Paulino Martinez
Eulalio Gutiérrez,nombra,Valentin Gama
Lucio Blanco,acepta ser,miembro del gobierno de Eulalio Gutiérrez
movimiento zapatista,expresa,demandas de los campesinos mexicanos
campesinos mexicanos,fueron despojados por,hacendados porfiristas
"peones, jornaleros y otros trabajadores del campo del centro y sur del país",se unieron a,movimiento zapatista
movimiento villista,representa,anhelos y necesidades de los trabajadores del campo en el norte del país
trabajadores del campo en el norte del país,reclaman,reparto de las tierras de las grandes haciendas agrícolas y ganaderas
Villa,elabora,Ley Agraria General
Zapata,no está de acuerdo con,Carranza
Villa,no está de acuerdo con,Carranza
Carranza,no se identifica con,intereses del campesinado
jefes revolucionarios,se reúnen en,Aguascalientes
jefes revolucionarios,nombran presidente a,Eulalio Gutiérrez
Álvaro Obregón,apoya a,Carranza
Álvaro Obregón,se suma a,Ejército Constitucionalista
Francisco Villa,es contemporáneo de,Emiliano Zapata
Emiliano Zapata,lidera,seguidores
Porfirio Díaz,fuepublicadoen,1887
Porfirio Díaz,fuepublicadoen,1890
Porfirio Díaz,fuepublicadoen,1903
Porfirio Díaz,fuepublicadoen,1888
Porfirio Díaz,fuepublicadoen,1892
Porfirio Díaz,fuepublicadoen,1896
Porfirio Díaz,fuepublicadoen,1900
Porfirio Díaz,fuepublicadoen,1904
Porfirio Díaz,fuepublicadoen,1910
Porfirio Díaz,se describe con,dictador
Victoriano Huerta,es contra quien protestan,hermanos alzados en armas
Victoriano Huerta,no puede llevar a efecto,pacificación
Francisco I. Madero,se identifica con,Manifestación antirreeleccionista
Francisco I. Madero,participa en,elecciones de 1910
Universidad Nacional,funda,Creación de la Universidad Nacional
México,celebra,Centenario de Independencia de México
intelectuales disidentes,se describe con,"perseguidos, encarcelados, expatriados"
quienes osaron,se describe con,"reducidos, deportados, sometidos"
más desheredados,se describe con,quietos y dóciles bajo el poder espiritual del clero católico
Porfirio Díaz,lucha en,no reelección
Venustiano Carranza,es aliado de,Ejército Constitucionalista
Venustiano Carranza,lidera,Ejército Constitucionalista
Ejército Constitucionalista,lucha en,"batallas de Santa Maria, Ciudad Juárez, Tierra Blanca, Ojinaga, Torreón, San Pedro de las Colonias, Paredón, Zacatecas, Orendain"
Ejército Constitucionalista,derrota a,fuerzas de Victoriano Huerta
Venustiano Carranza,se describe con,Primer Jefe del Ejército Constitucionalista
Venustiano Carranza,tiene conflicto con,Francisco Villa
Venustiano Carranza,participa en,Conferencias de Torreón
Francisco Villa,participa en,Conferencias de Torreón
Francisco Villa,lidera,toma de Zacatecas
Urbina,es aliado de,Francisco Villa
Panfilo Natera,es aliado de,Francisco Villa
Panfilo Natera,lidera,toma de Zacatecas
Zacatecas,lucha en,toma de Zacatecas
Porfirio Diaz,se puso al frente de,Plan de Tuxtepec
Porfirio Diaz,fue elegido,presidente
Porfirio Diaz,asumio su cargo en,1877
Porfirio Diaz,es aliado de,liberales
Porfirio Diaz,es aliado de,caciques regionales
Lerdo,se exilia en,Estados Unidos
Hipódromo de la Condesa,pertenece a,ciudad de México
Venustiano Carranza,forma,ejército
Venustiano Carranza,lucha en,Constitución de 1857
Venustiano Carranza,organiza,gobierno
Emiliano Zapata,se describe con,gran jefe militar
Francisco Villa,se describe con,gran jefe militar
Alvaro Obregón,se describe con,gran jefe militar
Venustiano Carranza,convoca,elecciones
elecciones,reforman,Constitución de 1857
Porfirio Diaz,gana,presidencia
Fransisco I. Madero,protesta,Plan de San Luis
Plan de San Luis,convoca a,población
Fransisco I. Madero,escapa,preso
Fransisco I. Madero,encuentra respuesta,Chihuahua
Fransisco I. Madero,encuentra respuesta,Puebla
Francisco Villa,responde a,Plan de San Luis
Pascual Orozco,responde a,Plan de San Luis
hermanos Aquiles,responden a,Plan de San Luis
hermanos Maximo,responden a,Plan de San Luis
Huerta,se describe con,"muerte y exterminio para todos los hombres, familias y pueblos que no simpaticen con su gobierno"
Huerta,se describe con,dispuesto a derramar toda la sangre mexicana
Huerta,se describe con,convertir en una inmensa ruina toda la extensión de nuestra patria
Emiliano Zapata,es contemporáneo de,Pancho Villa
Pancho Villa,se refugia en,sierra de Chihuahua
Pancho Villa,invade,territorio estadounidense
Pancho Villa,ataca,pueblo de Columbus
Estados Unidos,reconoce,gobierno de Carranza
Carranza,declara,Pancho Villa fuera de la ley
soldados norteamericanos,entran a,México
Pancho Villa,posa entre,Álvaro Obregón
Álvaro Obregón,apoya a,Venustiano Carranza
Álvaro Obregón,se suma a,ejército constitucionalista
Victoriano Huerta,usurpa,presidencia
villistas,se unen a,Venustiano Carranza
zapatistas,se unen a,Venustiano Carranza
Venustiano Carranza,combate a,Victoriano Huerta
Victoriano Huerta,deja,país
Venustiano Carranza,entra en,Ciudad de México
Venustiano Carranza,ocupa,presidencia
militares,es aliado de,embajador de Estados Unidos
militares,se rebelaron contra,gobierno de Madero
Victoriano Huerta,ordena asesinato de,Madero
Victoriano Huerta,ordena asesinato de,José Marla Pino Suarez
Victoriano Huerta,usurpa,presidencia de México
Venustiano Carranza,elabora,Plan de Guadalupe
Venustiano Carranza,es contemporáneo de,Victoriano Huerta
mineros,participan en,huelga
pliego petitorio,contesta,mineros
pliego petitorio,incluye,sueldo mínimo de cinco pesos diarios con ocho horas de trabajo
pliego petitorio,incluye,mismos derechos para mexicanos y norteamericanos
pliego petitorio,incluye,75% de mexicanos en la compañía
situación en Cananea,se describe con,crítica
Pancho Villa,ataca,El Grillo
Pancho Villa,toma,Zacatecas
Pancho Villa,es aliado de,Urbina
Pancho Villa,es aliado de,Natera
Venustiano Carranza,es contemporáneo de,Álvaro Obregón
Venustiano Carranza,es contemporáneo de,Adolfo de la Huerta
Congreso Constituyente,se reúne en,Querétaro
Victoriano Huerta,se adueña de,Presidencia de la República
Venustiano Carranza,no reconoce a,Victoriano Huerta
Ignacio L. Pesqueira,no reconoce a,Victoriano Huerta
Venustiano Carranza,proclama,Plan de Guadalupe
Francisco I. Madero,pertenece a,familias mexicanas más ricas
Francisco I. Madero,propuso a,Porfirio Díaz
Francisco I. Madero,se puso al frente de,movimiento político
Francisco I. Madero,lucha en,Revolución de 1910
Porfirio Diaz,fuepublicadoen,1884
Porfirio Diaz,fuepublicadoen,1911
Porfirio Diaz,se describe con,dictador
Porfirio Diaz,se describe con,reeleccionista
Porfirio Diaz,tiene sesgo político hacia,desarrollo material del país
plantaciones de catia,crecieron a costa de,tierras de pequeños campesinos
pequeños campesinos,se vieron forzados a trabajar como,peones
la paz,propició que avanzaran,"las ciencias, las artes y la técnica"
se,fundaron,"academias, museos y sociedades artísticas y científicas"
teatros,presentaban,compañías europeas y mexicanas
politicos,apoyo a,Diaz
militares,apoyo a,Diaz
inversionistas,apoyo a,Diaz
terratenientes,apoyo a,Diaz
clases medias,apoyo a,Diaz
Diaz,pertenece a,gobierno
Caricatura,fuepublicadoen,La Orquesta
pueblos y ciudadanos de México,obtienen,"ejidos, colonias, fundos legales para pueblos o campos de sembradura o de labor"
Plan de Ayala,fuepublicadoen,Noviembre de 1911
Porfirio Díaz,afirma,México se encontraba maduro para la democracia
Francisco I. Madero,cree en,la democracia
Francisco I. Madero,viaja a,fuera de México
Francisco I. Madero,se preocupa por,los problemas de pobreza en México
Plan de Ayala,fuepublicadoen,1911
Ley General Agraria,fuepublicadoen,mayo de 1915
Revolución Mexicana,es contemporáneo de,Plan de Ayala
Revolución Mexicana,es contemporáneo de,Ley General Agraria
Francisco Villa,lucha en,Chihuahua
Pascual Orozco,lucha en,Chihuahua
Aquiles Serdan,lucha en,Puebla
Maximo Serdan,lucha en,Puebla
Carmen Serdan,lucha en,Puebla
Emiliano Zapata,lucha en,Morelos
Porfirio Diaz,renuncia a,presidencia
Francisco I. Madero,triunfa en,elecciones
Zapata,lucha en,problema agrario
Zapata,combate a,Huerta
Villa,combate a,Huerta
Zapata,hace causa común con,Villa
convencionistas,adoptan parte del programa de,Zapata
Zapata,lucha contra,Carranza
Villa,lucha contra,Carranza
Zapata,entra junto a,Villa
Zapata,entra a,Ciudad de México
Villa,entra a,Ciudad de México
Zapata,pierde,Cuernavaca
coronel William C. Greene,es aliado de,compañía
mineros,lucha en,huelga
mineros,pertenece a,Cananea
Francisco León de la Barra,es contemporáneo de,Francisco I. Madero
Francisco I. Madero,fuepublicadoen,Plan de San Luis
Francisco I. Madero,inicia,Revolución
Porfirio Díaz,es contemporáneo de,Francisco I. Madero
Porfirio Díaz,tiene,última reelección
Revolución,se describe con,restitución de tierras
Revolución,se describe con,campesinos y obreros
Aquiles Serdán,inicia,Revolución
Pascual Orozco,es caudillo en,Norte
Francisco Villa,es caudillo en,Norte
Emiliano Zapata,es caudillo en,Sur
Ambrosio Figueroa,es caudillo en,Sur
Emiliano Zapata,se identifica con,tierra y libertad
Pascual Orozco,toma,Ciudad Juárez
Francisco Villa,toma,Ciudad Juárez
Plan de Ayala,fuepublicadoen,1911
pueblos y ciudadanos de México,se describe con,"obtengan ejidos, colonias, fundos legales para pueblos o campos de sembradura o de labor"
Francisco I. Madero,acaudilla,Revolución
Francisco I. Madero,proclama,Plan de San Luis Potosí
Plan de San Luis Potosí,menciona a,sufragio efectivo
Plan de San Luis Potosí,menciona a,no reelección
Porfirio Díaz,renuncia a,Presidencia
Porfirio Díaz,abandona,país
Francisco León de la Barra,convoca a,nuevas elecciones
Francisco I. Madero,resulta electo como,Presidente
José María Pino Suárez,resulta electo como,Vicepresidente
Diaz,gobernaba,autoridad
Diaz,cree,imponer la paz y el orden
Francisco I. Madero,asume,Presidencia de la República
Francisco I. Madero,firma,convenio de Ciudad Juárez
convenio de Ciudad Juárez,obliga a,Francisco I. Madero
Francisco I. Madero,licencia,tropas revolucionarias
enemigos de la Revolución,se preparan a derrocar,gobierno de Madero
Álvaro Obregón,se identifica con,Plan de Guadalupe
Venustiano Carranza,se enfrenta a,facciones villistas y zapatistas
Porfirio Diaz,busca apoyo de,principales politicos del partido de Juarez
Porfirio Diaz,busca apoyo de,principales politicos del partido de Lerdo de Tejada
Porfirio Diaz,vence resistencia de,adversarios militares
Porfirio Diaz,vence resistencia de,adversarios civiles
Porfirio Diaz,se entiende con,altos dignatarios del clero católico
Eulalio Gutiérrez,es aliado de,Francisco Villa
Venustiano Carranza,viaja a,Veracruz
Obregón,sigue a,Venustiano Carranza
Pablo González,sigue a,Venustiano Carranza
Eulalio Gutiérrez,entra en,Ciudad de México
Eulalio Gutiérrez,fue nombrado,Presidente de la República
Manuel Gonzalez,es aliado de,Diaz
Manuel Gonzalez,fue elegido,presidente
Francisco S. Carvajal,fue,magistrado de la Suprema Corte de Justicia
Francisco S. Carvajal,recibe poder de,Victoriano Huerta
Francisco S. Carvajal,intenta negociar con,revolucionarios
Carranza,rechaza negociación con,Francisco S. Carvajal
Obregón,rechaza negociación con,Francisco S. Carvajal
Villa,rechaza negociación con,Francisco S. Carvajal
Pablo González,rechaza negociación con,Francisco S. Carvajal
tropas revolucionarias,llegan a,Valle de México
Francisco S. Carvajal,entrega el mando a,general José Refugio Velasco
Porfirio Díaz,es entrevistado por,James Creelman
James Creelman,entrevista a,Porfirio Díaz
Porfirio Díaz,justifica,su prolongado gobierno
Porfirio Díaz,expresa,su deseo de abandonar el poder
Francisco I. Madero,es contemporáneo de,Emiliano Zapata
Francisco I. Madero,es contemporáneo de,Pascual Orozco
Francisco Villa,lucha en,norte de México
Pascual Orozco,lucha en,norte de México
Emiliano Zapata,lucha en,sur de México
Emiliano Zapata,escolta,Cuernavaca
Ejército Libertador del Sur,escolta,Cuernavaca
Francisco I. Madero,es contemporáneo de,Porfirio Díaz
Francisco I. Madero,es contemporáneo de,Emiliano Zapata
Francisco I. Madero,es contemporáneo de,Francisco Villa
Francisco I. Madero,es contemporáneo de,Pascual Orozco
Plan de Ayala,se identifica con,Emiliano Zapata
Fransisco I. Madero,viaja a,México
Fransisco I. Madero,se describe con,ideas políticas
Fransisco I. Madero,es contemporáneo de,Porfirio Díaz
Porfirio Díaz,encarcela a,Fransisco I. Madero
Periódico,dirigido por,hermanos Flores Magón
obreros,se organizan en,sindicatos
obreros,se organizan en,asociaciones
obreros,utilizan,huelga
movimientos,son reprimidos por,gobierno porfirista
mineros de Cananea,destacan en,huelgas importantes
Venustiano Carranza,lidera,revolucionarios
revolucionarios,no están de acuerdo,Venustiano Carranza
Porfirio Diaz,realiza,mejoras materiales
Porfirio Diaz,realiza,grandes obras portuarias
grandes obras portuarias,se realiza en,Tampico
